week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,3,7,11,9,13
2,8,1,3,4,6,8
3,2,3,3,7,12,12
4,3,1,4,2,5,4
5,0,3,2,6,6,8
6,1,4,2,1,6,10
7,1,0,3,3,10,5
8,1,2,3,2,5,8
9,1,4,7,5,6,5
10,1,4,1,5,6,4
11,2,2,2,4,3,12
12,3,1,2,3,3,4
13,1,4,4,4,5,4
14,0,1,4,3,5,4
15,3,1,1,2,8,5
16,1,4,2,4,3,7
17,4,3,3,3,7,8
18,2,3,0,3,3,4
19,0,2,6,0,5,8
20,1,3,0,4,7,9
21,1,0,1,2,4,6
22,0,3,3,4,7,4
23,0,2,1,4,4,5
24,1,3,1,2,2,4
25,2,2,6,3,3,5
26,0,1,4,0,7,5
27,2,2,1,0,5,6
28,2,2,4,3,3,0
29,2,2,4,6,3,3
30,5,4,0,1,4,2
31,1,2,3,3,4,5
32,0,1,0,3,5,6
33,2,1,2,5,8,5
34,0,1,0,3,4,1
35,2,2,0,6,7,2
36,1,2,3,5,4,6
37,2,2,4,2,4,4
38,1,3,1,3,7,8
39,1,1,4,5,8,7
40,4,2,4,5,6,6
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
