week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,10,20,34,48,49,79
2,10,11,20,16,48,54
3,8,16,25,39,54,85
4,9,12,29,41,46,73
5,17,18,19,19,35,59
6,12,12,22,27,32,62
7,7,13,27,22,37,48
8,9,22,25,24,29,48
9,10,12,30,30,46,52
10,10,16,20,23,51,56
11,10,12,14,28,30,49
12,5,11,24,23,30,60
13,9,13,21,20,38,40
14,12,18,10,26,29,61
15,9,13,17,23,42,47
16,11,13,22,22,31,43
17,3,12,22,23,32,48
18,9,10,23,24,36,48
19,8,10,18,20,30,61
20,11,19,21,26,29,54
21,12,12,21,20,31,43
22,7,16,21,31,39,46
23,8,11,20,24,20,47
24,7,18,25,26,31,56
25,6,13,20,25,28,50
26,12,12,12,24,26,46
27,11,11,32,29,27,32
28,9,15,19,19,39,55
29,9,14,16,26,39,33
30,10,12,18,19,42,42
31,8,11,24,29,22,54
32,12,12,29,32,34,57
33,15,8,21,21,37,53
34,12,16,20,24,35,60
35,8,12,23,25,35,48
36,8,18,19,26,42,47
37,12,20,22,26,35,56
38,8,18,28,20,29,54
39,11,20,16,24,45,64
40,7,19,20,30,22,54
41,6,11,18,26,43,50
42,10,10,26,24,45,48
43,7,11,24,27,47,51
44,11,15,17,23,46,55
45,5,20,22,29,35,57
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
