week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,8,11,16,19,40
2,2,10,12,19,23,21
3,3,3,10,17,30,24
4,7,7,10,8,25,23
5,3,4,11,5,11,17
6,4,4,8,8,7,19
7,1,6,8,7,8,20
8,1,4,6,8,7,15
9,3,2,7,9,10,13
10,2,10,11,11,13,13
11,4,6,9,7,9,15
12,2,4,12,11,10,14
13,1,2,9,10,11,16
14,3,6,9,10,6,18
15,4,3,5,6,8,16
16,2,2,7,8,13,16
17,2,8,12,9,13,13
18,2,5,7,11,8,15
19,2,10,9,6,11,14
20,3,3,6,6,8,14
21,3,1,1,10,15,8
22,3,3,7,7,16,12
23,3,6,7,7,4,17
24,1,1,6,9,6,10
25,0,1,6,7,4,18
26,8,4,4,8,15,15
27,1,8,6,7,8,9
28,4,4,6,15,6,13
29,2,7,8,9,13,20
30,5,4,4,10,16,12
31,0,4,8,6,5,18
32,3,8,5,9,10,17
33,2,0,5,6,4,21
34,5,4,5,10,11,16
35,4,4,5,4,17,13
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
